Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
10,,funny how cab over design truck are not sought after in the usa i think <BX> build a world class truck,when this engine is introduct in europe,,there are 3 tool <BX> sell for installing those timing cover two go on top and hold pressure down on the cover while you tighten the bolt that go horizontally and the third is a depth gauge for measuring the proper depth needed on the cam sensor just figured i would mention that mine cover started leaking about 400k and i replaced it myself it leaked most on a cold start when it heated up it basically sealed up,j ramon saucedo every 20000 kilometre,,how doe using lng reduce our dependence on fosel flue,i can not make out when the injector actually injects from this animation on the <M2> engine when the follower on the injector is compressed doe the injector inject fuel is there a needle valve inside the injector curio on how they work thanks,,i wish i could afford one of these canadian exchange rate are not in my favour at the moment,i love it so much i would like to own one day thank you,i do have vnl 760 2019 <M2> engine when i shut off the engine it shake the whole truck no cod no check engine light thank you very much,so it is like a combination of turbo and supercharger,,extra 50 hp hm take that egr out take that valve s on off out take that exhaust treatment out and i get that 50 hp or more for nothing ha ha th,such an unreliable peice of garbage they do not even try to sell them in america north or south,,,how many gallon quarter doe a <M2> take
11,,mansour of algeria,being from the other side of the pond what kind of fuel economy and what kind of horsepowerand torque number rpm are we talking about,,look like a pain in the butt to me,what year,,we do not think there is a single global solution instead we will need to find alternative at different time in different part of the world and for different us also there are both advantage and disadvantage in all fuel it is important not just to look at emission while driving but also the total life cycle having said that there are solution that we think are particularly interesting for various segment in the long term such a gas powered vehicle and electrification,<BX> is a well built engine the component are easy to get to replacing filter is simple camshaft seem to hold up and the aftertreatment system is top of the class let see how these new 2018 engine work with the new turbo compound addition,,it sound like the dt12 transmission in the new cascadia,you should,oh sorry i forgot tell this it s i shift,would it fit in my honda,could you explain it s the fairing order plz,you may get 50hp for nothing but the rest of u breathing your carcinogenic exhaust will pay,i would love to have one of these here in the state to pull strictly amazon load regional from windor ct to allentown pa to columbus oh to clarksburg wv to teterboro nj back to windsor ct $ 5000 gross weekly $ 1800 payroll i will retire doing that route,,,9 gal
12,,how could it possibly have more computer than an aircraft,bellissima macchina,,i have had 2 company truck both <BX>s with <M2> one a 2010 amp the other a 2014 2010 650k 2014 550k both have had nothing but engine issue the company then give me a loaner truck also a <M2> <BX> the second day i wa driving it that truck break truck are maintained at my company i just have not had any good luck with the <M2>,how often you have to do it,,macchine a benzina camion a gasolio e fornelli a gas fh 750 a gasolio tutta la vita,yeah until the ecu screw up within a year no more <BX> s caterpillar kenworth d e f fluid is fake it s a joke,,valvo is graet,is beautiful intelligent powell,hi i have <BX> <M2> it loos power when we make a stop i already change clutch break paddle switch but it still same problem,chorisiyo mongolo yes,you did a very good job,did <BX> abandon these video,the next frontier of the future,,,i think 8 gallon
13,,abb robot are best,hey do you have a <BX> fh truck head with 10 wheeler,,wow all truck have common problem but <M2> seem to have more common problem manual are a better choice but do not get discouraged about automatic,what s the sensor s name on top of the oil filter housing,,good job,kenworth the sleeper step out of seat you step down then walk to the bunk <BX> the bed is even with the window i drive by i can see what s going on inside yes i love installing curtain in my semi no more <BX> s,,automatic transmission are for woman or elder people real trucker like stick,sc need to provide more accesories and feature to <BX> a well like they do to scania,i am learning so much i have no to much experience on <BX> but couple mount ago i have this problem with housing filter i change first the check valve on heat cilinder in still have the problem ea better but still so i replace the housing and them fix complete the problem,,i am a machanic 98643422,<BX> please do an exceed package video,,,,manuel al 34 litre
14,,mya frqt <BX> truckc umesg,ive s,,really like the specific you go into help to know what you are looking for when shopping for a new truck,that is an oil pressure sensor but this one measure the pressure from the piston cooling valve from the filter housing thanks for watching,is that the same principle a the cummins diesel,what s the future cng or lng,aliyoutrans outlook com,,haha wow do not stop supertrucker,ets 2,stupid video,70,03224037835 contact now,technology scania,,,,sometimes doing oil change on these suck
15,,melhor caminh o que ja trabalhei ofere e conforto e seguran a,i hope there s a dual clutch gearbox for d16,,<M2> cam going bad seems common mine went out 5 week ago i like the <M2> feel like it more powerful than the d<M2> the dd15 is the only new detroit engine i would prefer because of the power to weight ratio and high 6 to low 7 mpg but the electronics are bad i am thinking about landstar and going with vnl 780 a a starting truck,dude is a common rail engine you do not know much about it why making a review about thing that you do not know,the <BX> i like the heavy tech of <BX> project commen rail process thats good process of provide proper fuel capacity to per cylinder i like it,probably depends on vehicle category,hi my <BX> d12 i shift gearbox can not start even if i apply starting fluid cracking but no sign of starting can someone help me please,,great jack brake,man is my favorite european truck brand but <BX> is awesome,paccar is better than this for now wait until it age then we know but freightliner no doubt one tough son of a bitch detroit diesel,wow,all <BX> engine amp man please send contact number mahle or k alhamdulillah direct,what if they use clutch amp vibration damper to regulate amp smoothen the transfer still it s very complicated lot of load on the turbine,deus t no controle de tudo d creio tomo posi e verdade,,,chevron make the <BX> 10 30 oil used in the factory fill
16,,i love <BX> engine,<BX>,,landstar is a good option le mile on truck still really good $ $ more time to do reg maintenance on truck at home with mechanic you trust been at l since 9 19 not going anywhere,cb i agree with you my brotha people should not do review on something they have never been in or worked on it a common rail all the way i am a <BX> and mack technician ase certified and that engine from the look on video it s the newer <M2> and those are common rail engine fyi this dude should at least do some research on it before thinking he know it all,bos frieghtliner argosy with cummins engine is powerful and fast than <BX> by far away ask australian,cng it the future,hi check to see if there is air in the fuel system bleed it and try to start if it wont even try to start with quick start you might have an electrical fault on the cam or crank sensor,,well that <BX> will make u out a lie,it s very much nice track i want thes but no money can you gave me free thes truck,<M2> rev go up n down when you start it up after a while when it warms up it stop what s causing that,best truck in the world <BX> fh16 <BX> is best,<BX> king,in the cutaway you can see the fluid drive it situated a part of the first gear reduction set,eu creio tomo posi e verdade deus prover eu tomo posi e,,,i like delo better than any other oil i do not have a <BX> engine but an isx i wa running rotella for a while switched to delo and havent used a drop yet in 8k mile on this change
17,,bad cab if front end accident happen driver is dead in america truck were build with common sense,oczywi cie babo,,i have a 2011 <M2> <BX> an i am needing my bull head replaced how much to replace roughly,sk harun i agree with cb depending what <M2> engine you have the older one or newer one because the older one are unit injector but the newer one are common rail it s located inside the valve cover i am a <BX> and mack diesel mechanic fyi and from the look of it just from the video it s a common rail pull the valve cover and it s right there on the driver side of engine i can tell just by the wire harness going into the engine the older one do not have it routed different and look different in general but overall the same,good,it s great to learn more nice work,i have been driving truck for 37 year peterbilts are the best but since i started driving company truck <BX> s are the safest most comfortable truck i have ever driven they have the best computer in them they have been the most reliable they are not the fastest nor the most powerful but again they are the safest in 2018 they have downhill cruise control which most of you will have no idea about unless you have driven one i drive mostly in the mountain state in the snow in the wind and across the mojave desert their computer can control your downhill speed on 6percent grade to the t the control are all on the steering column stalk no reaching down to flip the engine brake from high to medium to low and back to medium and high you do not need to constantly stare at the speedometer with one hand off the wheel to control your downhill or your cruise speed i have been in a vn for almost 10 year yes i miss my long nose but could not make a much money a i can with the volov s fuel mileage dependability and safety feature they may not have the most comfortable bunk but a real driver spends way more time behind the wheel than in the bunk take that a the gospel truth driver,,the only driver you will attract with this truck are idiot and pussy auto trans is for pussy,i wish 1 day i can drive 1 of those,probably turbo vgt or egr valve also make sure delta p venturi hole are clean you can clean them out with a thin wire,intelligent design loved it,belleza,got ta admit cool idea ish a long a the engineering is precise,bring it to the u s a but make the sleeper larger,,,best oem oil filtration system in the industry no need for aftermarket bypass kit
18,,scania the best ever,,,doe your shop work on all kind of semi engine do u do inframes,dude it s not common rail engine it s unit enjector system,thank <BX>,nice video,for me the cruise control engine brake is not so big innovation first what is the difference between keeping the speed down the hill automatically or do it my self with the engine brake handle not a big problem to do it by your self i need my crouse speed to be different for every hill and you must set the crouse engine brake every time differently for any situation that s why i prefer to do that manually and finally <M2> is not a reliable engine at all replacing the injector 2 or 3 time per the truck life will not save you any money the seal may go bad and leak oil between the engine and the at transmission after 400k mile the engine need to be removed to fix that seal and that s will cost you a lot of money you can not idle much with the <M2> engine because will plug quickly the def filter even if you idle your fuel economy will be 1 gallon per hour and that s will cost you a lot of money i got another <BX> truck 2006 with a d12 engine and a 13 speed manual i can idle a much a i want burning only 0 5 gallon per hour fuel the truck ha more than a million mile on the engine and never replaced a single injector yet still running strong averaging 7 3 mile per gallon fuel economy where is the newer truck revolution here my 14 year old <BX> truck running strong like a champ with no much maintenance and my 2016 <BX> <M2> truck is in the shop every few week for something the truck may become better than the oldest truck someday but i doubt that s will happen the next 10 year for now with the current truck you work for the service shop and not for your pocket good luck,,but yet you are on a <BX> video commenting,amazing <BX> power 750 cv,no mention of the engine ecu my check engine constantly come up with this code,though the technology date back to the second world war,curio ca nu se masoara protruzia camasi din bloc,ma poate ajuta cineva unde pot gasi o evacuare la turbina la un motor de 500 cai euro 3,bu na l m mk n olabilir ya,,,galon 8 36 l oil on filter
19,,13 part minuite,,,hi custom reach out to the shop and talk to rick he can answer any question you have,i have question <M2> <BX> good for over load 138k lb and how much hpw should be,i wish you could subscribe to the channel this channel is dedicated to me to write very special bill and,great,we used to call that downhill cruise control a georgia over drive lol,,dieseltrucker 2018 wow dude your old school like 3rd grade old school,this is some really nice truck and the option omg d iam a young and new truck driver and tbh i do not know much about brand and option that the other company provide but this is on other level it look like <BX> is killing the game when it come to truck,turbo 6k,thanks for watching litwin,good job bro salute from malaysia,did scania start using this technology on the 12 liter engine in 2007 saab scania old technology come back,,,,this <BX> truck with <M2> better be good truck and last very long time i just bought new 2019 vnl 860 and spend big money for it up till now i had freightliner with pre emission c15 engine inside which pas over 1 million mile and all i change on it at around 800k wa radiator air compressor and clutch doe anyone know which oil is the best for this engine if i change it my self since i know how to do it and i know what i am putting inside
20,,why do truck in america have long hood,,,tryna figure out what to do with my <M2> the power stering pump went out and the engine shut down i thought i could get someone to rebuild but know one want to touch it except for <BX> in roanoke who said replace the engine $ 44000 baltimore <BX> had not looked at but said they can re do the gear trani and replace egr and turbo for about $ 20 000 my regular mechanic say to buy a used engine and swap out for about $ 13000 what do you guy think,let s talk diesel in uk eu the d16 ha been making 750bhp and 2620lbs ft for many year we are now waiting for the d16 800,good,cool,yup most if not all european truck have that facility of having the engine brake connected to the cruise control you set your maximum safe descent speed and the truck s cruise engine brake will hold it there come hell or high water at least my scania had that facility so long drag downhill were not a problem any more,,i have been shifting gear for 40 year i am over it,brilliant absolutely fantastic,in another word they make junk these day can not wait to get into electric where all that stuff that u mentioned are eliminated,simply the best,legal o v deo,yes it come back and very good to save diesel,man tgx is better truck,,,dal pik do you still have the <BX> vnl 860 if so did it give you any major problem thx
21,,impressive,,,that s cheap of buy other truck,i do not know about overload around that size this engine <BX> <M2> is 450 hp so this is relative small engine for that in the other hand you have <BX> d16 this engine can make up 600 hp so it depend of the engine configuration thanks for watching,cummins the bos,amazing,sean james glad to hear that from someone that ha alotta seat time in a large car i have a 1996 w900l 3406e and she s my girl do not get me wrong but i really like that <BX> 780 plenty room for a 6 3 fella like myself and that comfortable ride with a real nice turning radius plenty storage in the sleeper and big refrigerator maaan that is a house on wheel been looking at them with the isx and a 13spd too bad some sapp convenience them to stop making that big 880 the new 860 with the globetrotter package make me drool lol wow what a gorgeous truck and a gorgeous price tag too phew but she suuuure is purty take care in those mountain there fella and i appreciate your input,,lol wow a school trucker not said this manuel must be really overrated,look amazing just make it available for sc ets2,i have a 16 <BX> with the <M2> engine my question is are truck also known for false code,hang on so what s the innovation gearing the turbo to the crank or the funny piston shape,sa me plait j aime votre m canique je suis a s n gal,it wa first used in 1940s by napier and roll amp royce it is very old technology,what i hate with <BX> truck are plasticish steering wheel cheap plastic all over the place in cockpit etc,,,
22,,wao,,,hey jay i added your question to our upcoming q amp a episode you are too far from our shop for u to help if the truck will not run but you can reach out to the shop if you have specific question,thank you sir for sharing,super sir,,sean james power is a matter of engine setting always ha been <BX> make heavy haul speced truck that would blow your mind with the power they have,,allison desde murcia espa a un fuerte abrazo por representar al mejor cami n que se pasea por toda la ruta del mundo entero soy transportista aut nomo espa ol y esa joya no tiene rival alguno yo conduzco un renault magnum 480 dxi 12litros mec nica <BX> pero cuando cambie serum <BX> e el sue o de mi vida bueno espero que alg n d a se haga realidad y sin ma que decir se despide vuestro amigo antonio faura,hey sugar <BX> what is the name of this beautiful music,yes if the software is in need of update usually they are inactive,michael wilson that s great to hear had no idea about it s past a i have recently gotten into <BX> thanks mate,k good,that s a neat little thing,can <BX> gifted me this or any <BX> 14 wheel truck,,,i hate to tell you but all of these new truck are going to give you problem it doe not matter want kind of truck it is if you have an emission truck you are going to pay the <BX> cummins detroit catapilier etc are very good motor it just all the emission stuff they put on the truck now is what cause all the issue
23,,more computer than an aircraft a cessna,,,good job guy yes d 13b egr give little bit more hassle than <M2>a or c due to lack of cooling in cab and engine compartment design in nz we had these issue 6 year ago now all new fh 2 face lift and fh4 fm4 doe not give much trouble because superseded part and well maintained specially injector sleeve issue we re torque injector clamp bolt every toptune with special tool which supplied from <BX> only few issue we face are ex mani gasket leak top timing plate bolt loose and oil leak and e malfunction fault on the display due to ex back pressure sensor plug and ram leak also ex valve damage now and then happens but <BX> introduced new ex valve they recon sulfuric acid in fuel damage the exhaust valve to get corrosion buildup and brake due to uneven valve seat,what is the cost of this <BX> diesel engine into indian money please tell beautiful explaination about <BX> diesel engine really i like it very much we use only <BX> engine oil and <BX> greece for our own vehicle rearly i feel proud to be an <BX> customer world number one high quality perfomance <BX> diesel engine,good,,<BX> engine not god,,love the i shift getting a 2019 in about 8 week,hi this music is composed exclusively for this film glad to hear that you like it,hard to start sometime,riley hacker the d12c came out with a turbo compound unit on it year ago but had some issue scania technology it look like <BX> ha refined the technology since then,engine repair hehehe,i see some extremely expensive repair,,,,15w40 synthetic diesel engine oil 5 gal $ 44 95 free shipping walmart 75w90 synthetic ep gear lube 35lb 5 gallon bucket $ 89 00 free shipping
