Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
10,there are 3 tool <BX> sell for installing those timing cover two go on top and hold pressure down on the cover while you tighten the bolt that go horizontally and the third is a depth gauge for measuring the proper depth needed on the cam sensor just figured i would mention that mine cover started leaking about 400k and i replaced it myself it leaked most on a cold start when it heated up it basically sealed up,j ramon saucedo every 20000 kilometre,i do have vnl 760 2019 <M2> engine when i shut off the engine it shake the whole truck no cod no check engine light thank you very much,,h0i is possible to measure cyl temperature with an infrared termometer and get real value where the dot must be put,,seriously technology on a simple combustion engine is so slow to develop and seems so primitive compared to other technology time to start from scratch and do something different,i can not make out when the injector actually injects from this animation on the <M2> engine when the follower on the injector is compressed doe the injector inject fuel is there a needle valve inside the injector curio on how they work thanks,it s called <BX> green lol,i need your help please it s my first time buying a truck and i am buying a truck from the auction a <BX> 2017 390000miles and it ha 8 code they are sa 16 dtc p205b64 sa 16 dtc p220f93 sa 16 dtc p24af00 sa 16 dtc p245700 sa 16 dtc p009664 sa 16 dtc p01162a sa 16 p040b64 sa 16 p011164 should i buy it,thank you we appreciate the support,i wish i could afford one of these canadian exchange rate are not in my favour at the moment,,,i would say stick with what you got great service,extra 50 hp hm take that egr out take that valve s on off out take that exhaust treatment out and i get that 50 hp or more for nothing ha ha th,,muy bueno gracias,let s talk diesel thanku,please advise on a decent diagnostic tool software for <M2> <BX> i would really appreciate it
11,look like a pain in the butt to me,what year,oh sorry i forgot tell this it s i shift,sorry tad 1641 ge,what about the residue or brush bristle that are falling into the cylinder what if piece get between a valve and seat i see video saying do not get loose egr soot into the intake tract would not this be the same,,d16 amp <M2> very good engine is the best thanks for vid o,<BX> is a well built engine the component are easy to get to replacing filter is simple camshaft seem to hold up and the aftertreatment system is top of the class let see how these new 2018 engine work with the new turbo compound addition,what is price that engine,video is great you could pump up the volume though,year 2015 16 17 and 18 21 same location same style,it sound like the dt12 transmission in the new cascadia,,,that s insane what the heck doe a new factory motor cost 50 grand,you may get 50hp for nothing but the rest of u breathing your carcinogenic exhaust will pay,,much sima gracias a ti leonardo por tu comentario cuidate mucho saludos dios te bendiga,there is not an exactly time about when you should change the engine harness but usually when your technician tell you there is few code relate to the harness open circuit short to ground etc that will be a good time to replace it or if your harness ha a clear damage spot you should replace it a well thanks for watching,i just use tech tool the <BX> program there is a lot of smaller little device that can help read code and sometimes clear them but i do not have much knowledge about those
12,i have had 2 company truck both <BX>s with <M2> one a 2010 amp the other a 2014 2010 650k 2014 550k both have had nothing but engine issue the company then give me a loaner truck also a <M2> <BX> the second day i wa driving it that truck break truck are maintained at my company i just have not had any good luck with the <M2>,how often you have to do it,hi i have <BX> <M2> it loos power when we make a stop i already change clutch break paddle switch but it still same problem,maaf bos gak bisa,thank you for making this saved me from big mistake,,wrxassa nan je suis seulement m canicien dans un garage <BX> truck,yeah until the ecu screw up within a year no more <BX> s caterpillar kenworth d e f fluid is fake it s a joke,,hi trucker here are the main three engine you will find in the usa detroit engine mpg 8 5 dd12 d<M2> dd15 problem electrical and regen part are available all over the place cummins isx mpg 8 problem change your coolant hose durable engine paccar engine mpg 9 delicate engine problem regen frequent oil change maintain high engine heat if you change oil twice a month with paccar then you will be good <BX> engine detroit please use fuel additive in diesel fuel it save fuel mpg 9 5 once a month oil change or every 20 000miles or 15 000 km,waooooooooo engine <BX> n y p wa anh i model 2020 h anh,valvo is graet,,,you can get a used <BX> <M2> engine with about 100 to 200k mile for $ 16k im currently rebuilding a <M2> engine with pai aftermarket engine part so far for rebuilding the cylinder head and replaced burnt valve $ 1850 polish crankshaft journal $ 450 counterbore and deck machine engine block $ 950 pai master rebuild kit $ 4500 labor free im doing it myself,did <BX> abandon these video,,buenas tardes amigo c mo reseteo los nox sensor 1 y 2 desde el cami n se puede hacer se lo agradec a si me ayuda,i have a question i just did a engine harness on a <BX> if i did mix up the connector in the back of the motor would it throw a code i ask because i have no code but now the engine wont start it started before the harness wa replaced,great video where you located
13,wow all truck have common problem but <M2> seem to have more common problem manual are a better choice but do not get discouraged about automatic,what s the sensor s name on top of the oil filter housing,i am learning so much i have no to much experience on <BX> but couple mount ago i have this problem with housing filter i change first the check valve on heat cilinder in still have the problem ea better but still so i replace the housing and them fix complete the problem,bisa share no wa nya bos,nash clark wow it took roughly 20 min but it actually worked,,ab <BX> sweden power oh specialist lol,kenworth the sleeper step out of seat you step down then walk to the bunk <BX> the bed is even with the window i drive by i can see what s going on inside yes i love installing curtain in my semi no more <BX> s,,when i am buy truck i want you guy to inspect them i am liking those <BX>s,tat express inc yes,automatic transmission are for woman or elder people real trucker like stick,,,i have <BX> 780 my advice is do not idle the truck run it hard all day idle 15 minute and shut it down i am sorry your trouble you went through,<BX> please do an exceed package video,,excelente explicaci n compa chuy lamentablemente mi cami n no tiene la opci n para ver la falla incluso no tiene la opci n de una regeneraci n manual ser que est programado a se puede programar para mostrar los c digos e un mack 2016 gracias por el video,matthew the cam sensor wa swapped with another sensor it will not throw a code but it will cause a crank no start,assalam u alaikum sir in my tech tool in the diagnose tab there is no option for continue and not showing diagram or image
14,really like the specific you go into help to know what you are looking for when shopping for a new truck,that is an oil pressure sensor but this one measure the pressure from the piston cooling valve from the filter housing thanks for watching,stupid video,mass bisa bagi no hp yg bisa di hubungin wa kami ada genset trobel mesin tidak bisa crank <BX> penta tad 1631 ge,what happens if you forget to number the injector and forget which one went where what could be the affect or outcome,,def the death of the diesel engine,aliyoutrans outlook com,,great video brother greeting from the united state virgin island in the carribbean u territory st thomas i am new to your channel i am a journeyman heavy equipment mechanic with nine year of heavy duty truck and earthmoving equipment experience my dad wa a diesel technician he passed away last year he taught me most of what i know so far keep up the great video and i am going for my cdl soon you guy need a mechanic helper in you all garage thanks in advance,thanks for watching,haha wow do not stop supertrucker,,,andy minh nguyen 2015,technology scania,,hermano tu trabajas transmisi n,what did you figure out,please sir which one do you recommend vocom1 or vocom 2
15,<M2> cam going bad seems common mine went out 5 week ago i like the <M2> feel like it more powerful than the d<M2> the dd15 is the only new detroit engine i would prefer because of the power to weight ratio and high 6 to low 7 mpg but the electronics are bad i am thinking about landstar and going with vnl 780 a a starting truck,dude is a common rail engine you do not know much about it why making a review about thing that you do not know,paccar is better than this for now wait until it age then we know but freightliner no doubt one tough son of a bitch detroit diesel,maaf ma <BX> penta pakai engine seri apa ya soalnya saya belum pernah menangani jenis <BX> penta trima kasih,cool thanks,,quick buy a tier 3 while you still can,hi my <BX> d12 i shift gearbox can not start even if i apply starting fluid cracking but no sign of starting can someone help me please,,are you recommend <BX> for a new driver op,thank you adam for sharing u this important issue my <BX> semi truck 2010 with <BX> engine <M2> show me inlet air heater 2 error what do you think this fault is a a new driver i am a little bit worried about this fault,great jack brake,,,what year is your 780,what if they use clutch amp vibration damper to regulate amp smoothen the transfer still it s very complicated lot of load on the turbine,,buen video saludos como pongo el veloc metro digital,there is a chance that the egr valve connector ha been switched with the flywheel speed sensor since both connector are the same just switch them and it should start i hope this help you and thanks for watching,2
16,landstar is a good option le mile on truck still really good $ $ more time to do reg maintenance on truck at home with mechanic you trust been at l since 9 19 not going anywhere,cb i agree with you my brotha people should not do review on something they have never been in or worked on it a common rail all the way i am a <BX> and mack technician ase certified and that engine from the look on video it s the newer <M2> and those are common rail engine fyi this dude should at least do some research on it before thinking he know it all,<M2> rev go up n down when you start it up after a while when it warms up it stop what s causing that,muito bom excelente ma um inscrito,nothing just have injector code reprogrammed,,nothing beat a 6 nz c 15 american made catapillar motor,hi check to see if there is air in the fuel system bleed it and try to start if it wont even try to start with quick start you might have an electrical fault on the cam or crank sensor,,good infoo,i would troubleshoot the faulted circuit before condemning any part,well that <BX> will make u out a lie,,,make $ 300 000 on yr do not wory find good company you make mony,in the cutaway you can see the fluid drive it situated a part of the first gear reduction set,,donde puedo obtener ese programa premium tech tool este video e de mucha ayuda me ha servido gracias,i have dtc code spn 1231 fmi 2 but i do not what it mean can you help it s say faulty harness what doe that mean thank you,awesome stuff mate hope you do more <BX> stuff cause we are plagued with problem with them and no one know anything about them over here big thumb up
17,i have a 2011 <M2> <BX> an i am needing my bull head replaced how much to replace roughly,sk harun i agree with cb depending what <M2> engine you have the older one or newer one because the older one are unit injector but the newer one are common rail it s located inside the valve cover i am a <BX> and mack diesel mechanic fyi and from the look of it just from the video it s a common rail pull the valve cover and it s right there on the driver side of engine i can tell just by the wire harness going into the engine the older one do not have it routed different and look different in general but overall the same,probably turbo vgt or egr valve also make sure delta p venturi hole are clean you can clean them out with a thin wire,thanks,when pulling injector loosen either the feed or return line on the head to let fuel drain when pulling cup use a 15 16 ratcheting wrench $ 20 from home depot on the big nut stick a rolling head prybar or screwdriver in a rocker shaft hole to keep the 13mm wrench from moving you will have all cup pulled in 3 minute,,it just to make money,i have been driving truck for 37 year peterbilts are the best but since i started driving company truck <BX> s are the safest most comfortable truck i have ever driven they have the best computer in them they have been the most reliable they are not the fastest nor the most powerful but again they are the safest in 2018 they have downhill cruise control which most of you will have no idea about unless you have driven one i drive mostly in the mountain state in the snow in the wind and across the mojave desert their computer can control your downhill speed on 6percent grade to the t the control are all on the steering column stalk no reaching down to flip the engine brake from high to medium to low and back to medium and high you do not need to constantly stare at the speedometer with one hand off the wheel to control your downhill or your cruise speed i have been in a vn for almost 10 year yes i miss my long nose but could not make a much money a i can with the volov s fuel mileage dependability and safety feature they may not have the most comfortable bunk but a real driver spends way more time behind the wheel than in the bunk take that a the gospel truth driver,,just give everybody a head up <BX> just made the <M2>tc standard in all <BX> truck which is a good thing,t new engine r comparable they look more valuable 2 performance a long a keeping maintenance a suppose 2,the only driver you will attract with this truck are idiot and pussy auto trans is for pussy,,,do not cray im pay tax evry yr $ 35000,got ta admit cool idea ish a long a the engineering is precise,,buenos d a maestro me encan nota su canal y quisiera saber donde usted est ubicado,each dtc ha it own path to follow in order to get it fix if you have changed the battery recently make sure all terminal are connected properly also if you truck ha a bypass for the at you might need to fix that first thanks for watching and i hope this help,how many dollar wa that main wiring harness any danger of ecm having oil contamination a well
18,doe your shop work on all kind of semi engine do u do inframes,dude it s not common rail engine it s unit enjector system,no mention of the engine ecu my check engine constantly come up with this code,plzz how adjust scania engine valve,niceeeeee,,ecol gico,for me the cruise control engine brake is not so big innovation first what is the difference between keeping the speed down the hill automatically or do it my self with the engine brake handle not a big problem to do it by your self i need my crouse speed to be different for every hill and you must set the crouse engine brake every time differently for any situation that s why i prefer to do that manually and finally <M2> is not a reliable engine at all replacing the injector 2 or 3 time per the truck life will not save you any money the seal may go bad and leak oil between the engine and the at transmission after 400k mile the engine need to be removed to fix that seal and that s will cost you a lot of money you can not idle much with the <M2> engine because will plug quickly the def filter even if you idle your fuel economy will be 1 gallon per hour and that s will cost you a lot of money i got another <BX> truck 2006 with a d12 engine and a 13 speed manual i can idle a much a i want burning only 0 5 gallon per hour fuel the truck ha more than a million mile on the engine and never replaced a single injector yet still running strong averaging 7 3 mile per gallon fuel economy where is the newer truck revolution here my 14 year old <BX> truck running strong like a champ with no much maintenance and my 2016 <BX> <M2> truck is in the shop every few week for something the truck may become better than the oldest truck someday but i doubt that s will happen the next 10 year for now with the current truck you work for the service shop and not for your pocket good luck,,thank you guy,maintenance is key thanks for watching mmt,but yet you are on a <BX> video commenting,,,please when making video shut off ur truck too much noise,ma poate ajuta cineva unde pot gasi o evacuare la turbina la un motor de 500 cai euro 3,,gracias por sus seminarios jefe omar vidal de ilopango el salvador le saluda,could you help me out and show me where heater line 1 is off my def 2013 <BX> vnl thanks in advance,the question is how the heck did the oil make it all through the harness
19,hi custom reach out to the shop and talk to rick he can answer any question you have,i have question <M2> <BX> good for over load 138k lb and how much hpw should be,turbo 6k,biggy feri ok,good to see some craftsman tool in action at the pro level,,is this 500hp engine,we used to call that downhill cruise control a georgia over drive lol,,the <M2> is bullshit many of my of trucker have switched to the cummins 13 speed,,dieseltrucker 2018 wow dude your old school like 3rd grade old school,,,this is owner operating this is the shit that no one want to admit too every day the truck down is lost profit the man did exactly what he needed to do welcome to truckin,did scania start using this technology on the 12 liter engine in 2007 saab scania old technology come back,,much sima gracias por tu comentario mecanico saludos hasta el salvador cu date viejon,try to look around the def pump perhaps you can find a damage wire or a connection unplugged also check the outer fuse box could be one of the fuse thanks for watching,check the oil level sensor in the pan and it go up to the ecm
