Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
10,"Untuk kabel soketnya di sensor oli ada 3 atau 4 kabel om.<br />Mgkin ada upgrade di sensornya om, kadang juga partnumber sering di ganti jg. Padhl partnya sama.<br />Semoga aman ya om. 👍👍👍",Mkasudnya manual start itu bagaimana bang.,This is great info.  I&#39;m glad you sat down and recorded this info.  Johnathon seems to know his stuff which is great.  Thanks!,,Lapor mekaniknya bos. Kan masih bisa jalan unitnya. Palingan cuma low power aja. 😁,,,,السلام عليكم صديقي اعاني من عطل هو هبوط مؤشر الهواء أثناء الظغط على الفرامل رغم عدم وجود تسرب للهواء اثناء الظغط على الفرامل،وثانيا هل يمكن ان اتواصل معك عبر الهانڨوت او الايمايل وشكرا,Mas mau nanya. <BX> fmx440 selenoid yg kecil deket motor stater ground yg masuk ke ECU ndak ada apanya ya. Klo tak langsung tempel di body mau start. Tp tak mau running. Di diagnosis pada enggine systim cuman ada OPERATING FAILED. MAKASIH,Rumit juga yah kk,,,"I cannot make out when the injector actually injects from this animation.  On the <M2> engines, when the follower on the injector is compressed, does the injector inject fuel? Is there a needle valve inside the injector? Curios on how they work.  Thanks!",,,,How many gallon(quarters )does a <M2> takes ???,,
11,@Biggy Feri sudah saya ganti om....sementara masih aman.....kaya nya part nya interchange ya...beda sensor yg datang tapi orderan nya sudah sesui part number...,<BX> D12 sensor sama ke?,Do where does the D12 fit in the mix?,,"wuih,mntap dah lncar bwa unit nya chip ku ini😁😁👍👍👍",,,,@Biggy Feri هل يمكن ان تقدم لي معلوماتك لأني اريد القدوم الى بلادك واين تعيش هل انت من الهند,Supply arus yg ke Relay starting motor ada apa tidak bos. <br />Sekalian cek fuse dan relaynya juga bos. Aman apa tidak.,@Biggy Feri wkwkwkk,,,<BX> is a well built engine the components are easy to get to replacing filters is simple camshaft seem to hold up and the aftertreatment system is top of the class.lets see how these new 2018 engines work with the new turbo compound addition,,,,9 gal...,,
12,"Siap gan, samean bisa juga chat via mesenger FB saya bos. 😁",Mungkin sedikit berbeda bang.,yeah its old school but i just got a 465  are they a good one?,,brrt kudu sabar lan wspodo spione😁😁😁👍👍,,,,لأنني أعمل في مجال التعدين ، في كل مرة توجد فيها مركبة جديدة (معدات ثقيلة) ، سيشارك جميع الميكانيكيين تقريبًا في التدريب.<br />كما يتم تدريب المعدات الثقيلة مثل &quot;كوماتسو&quot; و &quot;كاتربيلر&quot;.<br />شكرا لك.,Coba samean cek supply tegangan dan kabel yg ke EECu aman apa tidak.,"Ya rumit banget, saya aja jg pusing kak 😁😁",,,"Yeah until the ECU screws up within a year, no more <BX>&#39;s caterpillar Kenworth.. d e f fluid is fake it&#39;s a joke...",,,,I think 8 gallons,,
13,Kira kira 2 hari lagi barang nya datang gan nanti aku chat lagi ya kalau misal pasang baru masih bocor,Pak mana mau dapat buku <BX> fault code ini,"I know it is not available anymore Gregg, we talked about that when I purchased Fisher from you... I was referring to HP &amp; torque output in comparison to the new <M1> &amp; <M2>.",,Sek bingung lek parkir mesti miring2. 🤣🤣,,,,@Biggy Feri السلام عليكم شكرا على المعلومات ،اولا اريد ان اسأل انت من اي بلد وثانيا هل يوجد مراكز تعليم ميكانيك الشاحنات الجديدة في بلادك لأني مهتم بتعلم خاصتا كل ميخص فرامل الشاحنات و سكانار وشكرا على اجابتك وعذرني ان ازعجتك بكثرة اسئلتي,Numpang nanya bang klo eror ENGINE DERATED. CRANKCASE PREASSURE CRITICAL itu apa ya maksdnya.dan rusaknya apa bang..?,ouyeah L28kuberi buat <BX> yg the best^^<br />SAHUR SAHUR SAHUR^^,,,"Kenworth the sleepers step out of seat, you step down then walk to the bunk, <BX> the bed is even with the window, I drive by I can see what&#39;s going on inside, yes I love installing curtains in my semi, no more <BX>&#39;s",,,,Manuel als 34 litres,,
14,@Biggy Feri hehehe satu satu nya gan di sini <BX> nya jadi kalau troublelshoting lumayan mumet...,Dapat dari training pak.,Hello Dominick.  The D12 is no longer available.,,"ora se,wong ketok bljar dewe...👍👍👍👍😁😁",,,,حصلت على الكتاب عندما كنت في البرنامج التدريبي.,@Biggy Feri  versi 4 bang,Terima kasih senpai 😁,,,"👍aliyoutrans@<a href=""http://outlook.com/"">outlook.com</a>",,,,sometimes doing oil changes on these...suck,,
15,"Halo ... <br />Saya menawarkan sparepart <BX>, Rinault dan Man. <br />Barang di jamin original dan harga bisa diandalkan, dan kita juga berbadan usaha, jadi tidak usah ragu 😁<br />Bisa kirim keluar daerah . <br />Boleh balas chat kalau berminat. <br />Terima kasih saudara, sukses untuk channelnya.",Very good friend,"A <M1> it is, thanks <BX>!!! I wonder what db the <M1> will score compared to the new <M2>? I love this stuff.",,Samean sing ngajari chip. 😁😁,,,,واسالك ان امكنك ان تريني الطريقة للحصول على كتاب اخطاء شاحنات فولفو مع الحلول وشكرا,Versi 2 atau versi 4 bang,Mntaap.. Selamat mlm bos...,,,Hi.. My <BX> d12 I shift gearbox.. Can&#39;t start even if I apply starting fluid cracking but no sign of starting can someone help me please....,,,,Chevron makes the <BX> 10-30 oil used in the factory fill 👌,,
16,Review nya sangat lengkap .. Terima kasih,Thanks 👍,"<M1> is a great choice for 60,000lbs and under, it&#39;ll give Max fuel economy just a little anemic on power",,Excelente...maestro...!,,,,Bang mau nanya operator FM12 itu kenerjanya seperti apa..?,"@Biggy Feri <BX> fmx bang, engine <M2>",Malam jg bang utuh 😁,,,"Hi , check to see if there is air in the fuel system , bleed it and try to start. If it wont even try to start with quick start you might have an electrical fault on the cam or crank sensor.",,,,I like delo better than any other oil. I dont have a <BX> engine but an Isx. I was running rotella for a while. Switched to delo and havent used a drop yet in 8k miles on this change,,
17,Smga bermanfaat,Thank yuo very much,FORD = First On Race Day,,Thanks bro. 👍👍,,,,@Biggy Feri aamiin bang,Oke bang.<br />Btw engine tipe brp bang yg masalah,Benar-benar mantap bos ku . Bermanfaat sekali,,,"I&#39;ve been driving trucks for 37 years.  Peterbilts are the best...BUT since I started driving company trucks, <BX>&#39;s are the safest, most comfortable trucks I have ever driven.  They have the best computers in them, they have been the most reliable.  They are not the fastest, nor the most powerful, but again, they are the safest in 2018.  They have downhill cruise control, which most of you will have no idea about unless you have driven one.  I drive mostly in the Mountain States, in the snow, in the wind, and across the Mojave desert.  Their computers can control your downhill speed on 6% grades to the T.  The controls are all on the steering column stalk.  No reaching down to flip the engine brake from high to medium to low, and back to medium and high.  You do not need to constantly stare at the speedometer, with one hand off the wheel to control your downhill or your cruise speed.  I&#39;ve been in a VN for almost 10 years.  Yes, I miss my long nose, but could not make as much money as I can with the Volov&#39;s fuel mileage, dependability, and safety features.  They may not have the most comfortable bunks, but a real driver spends way more time behind the wheel than in the bunk.  Take that as the Gospel truth drivers.",,,,Best OEM oil filtration system in the industry !! No need for aftermarket bypass kits!!,,
18,Bang d stater mau tapi gk mau running itu knapa bang?<br />Padahal gk Ada error d layar module tapi di prancing pake bensin mau idup,"<M1> A 370, sir",kenny Irish FIX OR REPAIR DAILY,,أرجو الترجمة إلى العربية وشكرا,,,,"Oke bang, semoga sukses dan lancar ya bang.. 👍👍👍",@Biggy Feri terimakasih pencerahannya bang..👍,Trima kasih,,,"For me, the cruise control engine brake is not so big innovation.  First, what is the difference between keeping the speed down the hill automatically or do it my self with the engine brake handle? Not a big problem to do it by your self. I need my crouse speed to be different for every hill and you must set the crouse engine brake every time differently for any situation. That&#39;s why I prefer to do that manually. And finally, <M2> is not a reliable engine at all. Replacing the injectors 2 or 3 times per the truck life will not save you any money. The seal may go bad and leak oil between the engine and the AT transmission after 400k miles. The engine needs to be removed to fix that seal and that&#39;s will cost you a lot of money. You can&#39;t idle much with the <M2> engine because will plug quickly the DEF filter. Even if you idle your fuel economy will be 1 gallon per hour. And that&#39;s will cost you a lot of money. I got another <BX> truck 2006 with a D12 engine and a 13-speed manual. I can idle as much as I want burning only 0.5 gallons per hour fuel. The truck has more than a million miles on the engine and never replaced a single injector yet. Still running strong averaging  7.3 miles per gallon fuel economy. Where is the newer trucks revolution here? My 14-year-old <BX> truck running strong like a champ with no much maintenance and my 2016 <BX> <M2> truck is in the shop every few weeks for something... The trucks may become better than the oldest trucks someday but I doubt that&#39;s will happen the next 10 years. For now, with the current trucks you work for the service shops and not for your pocket. Good luck!",,,,Galon 8=36 L<br />Oil.. On filter,,
19,"Masalah sebelumnya ada kah bang , atau habis ada penggantian apa gitu..",<M2>,Haha  Just thought I could educate a <BX> guy  ;),,هناك بالفعل ، قم بتنشيط الترجمة عندما ترى الفيديو الخاص بي.,,,,@Biggy Feri makasih banyak bang atas penjelasannya 🙏🙏,Salam bos minta tolong sikit lori saya fm12 v2 380 sistem diesel luar smua suda tukar tapi kalau parking lama sikit  tak mahu hidup..kenapa ya boss..,nyimak penjelasanya bosq.sensor connek to engine control ecu👍,,,We used to call that downhill cruise control a Georgia Over Drive  LOL,,,,"This <BX> truck with <M2> better be  good truck and last very long time i just bought  new 2019 vnl 860 and spend big money for it. Up till now i had freightliner with pre emission c15 engine inside which pass over 1 million miles and all i change on it at around 800k was radiator, air compressor and clutch.<br />Does anyone know which oil is the best for this engines if i change it my self since i know how to do it and i know what i am putting inside",,
20,"Wah keren bapak, gede banget mesinnya....",You&#39;re welcome,"Ouch, sorry I got that wrong. I stand corrected!",,Bro please video making English version.,,,,"Itu cuma tipe DT nya bang, kan ada merek Scania, Renault, <BX>, Man, Iveco dll.<br />Jadi intinya lowongan itu mencari operator truk /dump truk lah bang.<br />FM12 itu salah satu tipe dari <BX> truck bang.",Assalamualaikum mas<br />Mau tanya boleh tak head v1 masuk dekat engine v2...<br />Klw boleh masuk apa sistem yg perlu saya ubah...<br />Sebelum nya saya ucapan trimakasih banyak mas bro,Silakan bang 😁😁,,,"Yup most if not all European trucks have that facility of having the engine brake connected to the cruise control - you set your maximum safe descent speed, and the truck&#39;s cruise/engine brake will hold it there come hell or high water. <br />At least my Scania had that facility, so long drags downhill were not a problem any more.",,,,"DaL Pik  Do you still have the <BX> vnl 860? If so, did it give you any major problems? Thx",,
21,Salam kenal,Mas kalo mesin disel <BX> untuk  generator apakah posisi sensor2 nya sama...dengan vidio ini,"This is great info Greg and Johnny thanks. I want one So bad, Soon I shall retire... ;)Thanks Guys",,"The video provides subtitles or translation into various languages.<br /><br />How to activate it:<br />1. Press point 3 in the upper right corner (on the video)<br />2. Then select Subtitle, then select the language you want.",,,,Apakah itu tugas nya sama aja kaya operator DT atau itu cuma tipe&quot; DT aj..?,@Biggy Feri oke siap bosku<br />Trimaksih banyak atas infonya mas bro,Nice review engine <BX>,,,"Sean James Glad to hear that from someone that has alotta seat time in a large car! I have a 1996 W900L 3406e and she&#39;s my girl dont get me wrong, but i really like that <BX> 780. Plenty room for a 6&#39;3 fella like myself and that comfortable ride with a real nice turning radius. Plenty storage in the sleeper and big refrigerator. Maaan that is a house on wheels! Been looking at them with the ISX and a 13spd. Too bad some sapp convenience them to stop making that big 880! The new 860 with the Globetrotter package makes me drool...lol...WoW what a gorgeous truck. And a gorgeous price tag too...phew! But she suuuure is purty. Take care in those mountains there fella and i appreciate your input. 👍",,,,कृपया वोल्वो बस के बारे में भी जानकारी दे,,
22,Nyimak penjelasan mesin truk nya,@Biggy Feri ok mas..nanti saya liat dulu,,,"Bang utk troubleshooting EGT engine colant temperture, <br />Wiring aman semua ,  sensor masih bagus , hanya saja gauge masih tidak terbaca.. eror kode gk ad , masih buntu jheheheheheh <br /> terimakasih bng maaf sebelumnya",,,,Regane $5000 ?,"Besok kalo sudah di coba , samean infokan ke saya juga ya hasilnya seperti apa. <br />Trima kasih. 👍",Nyimk <BX> D 11 ENGINI mntb kk trimksh tipsy nyimk full durasi sukses sllu kk,,,"Sean James power is a matter of engine settings, always has been. <BX> makes heavy haul speced trucks that would blow your mind with the power they have.",,,,"I hate to tell you but all of these new trucks are going to give you problems. It doesn&#39;t matter want kind of truck it is. If you have an emissions truck you are going to pay. The <BX>, Cummins, Detroit, catapilier etc are very good motors its just all the emission stuff they put on the trucks now is what causes all the issues.",,
23,Nyimak konten video tutorial<br />Nama dan fungsi komponen enginen mesin mobil truck <BX> 👍👍👍👍,Tipe engine D berapa bang? Soalnya saya belum pernah kerjakan engine untuk generator.,,,"Udah di test gauge apa belum, gauge nya aman apa tidak.<br />Ini <BX> versi brp bos?<br />Cek tegangan supply dan ground nya aman apa tidak bos. Supply tegangan biasanya untuk sensor 5 volt.",,,,"Iya kang, sekitar segituan harganya.",@Biggy Feri belum saya coba mas<br />Mungkin besok baru saya coba<br />Besok saya pinjam kan CONTRROL UNIT yg 3 itu<br />Tadi saya cuma coba kasih tukar paip solar dia kasih tukar semua<br />Tapi gak jadi juga,Trima kasih kak 😁,,,"<BX>, engine not god",,,,"15W40 Synthetic Diesel Engine Oil | 5 Gal $44.95 Free shipping..<a href=""https://www.walmart.com/ip/15W40-Synthetic-Diesel-Engine-Oil-5-Gallon-Pail/534351567"">https://www.walmart.com/ip/15W40-Synthetic-Diesel-Engine-Oil-5-Gallon-Pail/534351567</a><br />WALMART..... 75W90 Synthetic EP Gear Lube - 35LB. (5 Gallon Bucket)<br />$89.00 Free shipping. <a href=""https://www.walmart.com/ip/75W90-Synthetic-EP-Gear-Lube-35LB-5-Gallon-Pail/113542460"">https://www.walmart.com/ip/75W90-Synthetic-EP-Gear-Lube-35LB-5-Gallon-Pail/113542460</a>",,
24,Mesin nya tok cer ya 👍   Sukses balik 🙏,Help full 🤠🤙,,,Penjelasannya sangat bagus dan mudah dipahami.. monggo di lanjut.. 💪💪,,,,Plz how to Chang fan belt of <BX> FH12,Gimana bos hasilnya..,"Benar-benar rumit dan ribet banget, tapi koq Bro bisa ya, luar biasa Bro.",,,Nice,,,,Which engine is last longer life <BX> or cummins?,,
25,Like 👍🏼 35🔔👈🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👏👏👏👏👏👏👏👏👏🤩🤩🤩,thanks,,,Trima kasih 👍,,,,@Biggy Feri thanks alot,andalan pokoke.. no skip&quot;iklan 😁👍,"Komponen nya kecil amat,tapi pengaruh pada mesin luar biasa rusaknya yaa..<br />Mantap Broo..👍",,,"If we built these engines with 30% Kevlar we can cut the weight by about 400 pounds and increase the torque to 5000 foot pounds, this will accelerate to keep with traffic",,,,"Cummins is a good motor, just have to put bypass engine oil filter and secondary lower micron filters on them, once a cummins has that they can last 1-1.5million without rebuilding, <BX> were smart enough to do this from the beginning, making there motors much more reliable",,
