Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
12,siap gan samean bisa juga chat via mesenger fb saya bos,mungkin sedikit berbeda bang,yeah it old school but i just got a 465 are they a good one,,brrt kudu sabar lan wspodo spione,,,,,coba samean cek supply tegangan dan kabel yg ke eecu aman apa tidak,ya rumit banget saya aja jg pusing kak,,,yeah until the ecu screw up within a year no more <BX> s caterpillar kenworth d e f fluid is fake it s a joke,,,,i think 8 gallon,,
13,kira kira 2 hari lagi barang nya datang gan nanti aku chat lagi ya kalau misal pasang baru masih bocor,pak mana mau dapat buku <BX> fault code ini,i know it is not available anymore gregg we talked about that when i purchased fisher from you i wa referring to hp amp torque output in comparison to the new <M1> amp <M2>,,sek bingung lek parkir mesti miring2,,,,biggy feri,numpang nanya bang klo eror engine derated crankcase preassure critical itu apa ya maksdnya dan rusaknya apa bang,ouyeah l28kuberi buat <BX> yg the best sahur sahur sahur,,,kenworth the sleeper step out of seat you step down then walk to the bunk <BX> the bed is even with the window i drive by i can see what s going on inside yes i love installing curtain in my semi no more <BX> s,,,,manuel al 34 litre,,
14,biggy feri hehehe satu satu nya gan di sini <BX> nya jadi kalau troublelshoting lumayan mumet,dapat dari training pak,hello dominick the d12 is no longer available,,os se wong ketok bljar dewe,,,,,biggy feri versi 4 bang,terima kasih senpai,,,aliyoutrans outlook com,,,,sometimes doing oil change on these suck,,
15,halo saya menawarkan sparepart <BX> rinault dan man barang di jamin original dan harga bisa diandalkan dan kita juga berbadan usaha jadi tidak usah ragu bisa kirim keluar daerah boleh balas chat kalau berminat terima kasih saudara sukses untuk channelnya,very good friend,a <M1> it is thanks <BX> i wonder what db the <M1> will score compared to the new <M2> i love this stuff,,samean sing ngajari chip,,,,,versi 2 atau versi 4 bang,mntaap selamat mlm bos,,,hi my <BX> d12 i shift gearbox can not start even if i apply starting fluid cracking but no sign of starting can someone help me please,,,,chevron make the <BX> 10 30 oil used in the factory fill,,
16,review nya sangat lengkap terima kasih,thanks,<M1> is a great choice for 60 000lbs and under it will give max fuel economy just a little anemic on power,,excelente maestro,,,,bang mau nanya operator fm12 itu kenerjanya seperti apa,biggy feri <BX> fmx bang engine <M2>,malam jg bang utuh,,,hi check to see if there is air in the fuel system bleed it and try to start if it wont even try to start with quick start you might have an electrical fault on the cam or crank sensor,,,,i like delo better than any other oil i do not have a <BX> engine but an isx i wa running rotella for a while switched to delo and havent used a drop yet in 8k mile on this change,,
17,smga bermanfaat,thank yuo very much,ford first on race day,,thanks bro,,,,biggy feri aamiin bang,oke bang btw engine tipe brp bang yg masalah,benar benar mantap bos ku bermanfaat sekali,,,i have been driving truck for 37 year peterbilts are the best but since i started driving company truck <BX> s are the safest most comfortable truck i have ever driven they have the best computer in them they have been the most reliable they are not the fastest nor the most powerful but again they are the safest in 2018 they have downhill cruise control which most of you will have no idea about unless you have driven one i drive mostly in the mountain state in the snow in the wind and across the mojave desert their computer can control your downhill speed on 6percent grade to the t the control are all on the steering column stalk no reaching down to flip the engine brake from high to medium to low and back to medium and high you do not need to constantly stare at the speedometer with one hand off the wheel to control your downhill or your cruise speed i have been in a vn for almost 10 year yes i miss my long nose but could not make a much money a i can with the volov s fuel mileage dependability and safety feature they may not have the most comfortable bunk but a real driver spends way more time behind the wheel than in the bunk take that a the gospel truth driver,,,,best oem oil filtration system in the industry no need for aftermarket bypass kit,,
18,bang d stater mau tapi gk mau running itu knapa bang padahal gk ada error d layar module tapi di prancing pake bensin mau idup,<M1> a 370 sir,kenny irish fix or repair daily,,,,,,oke bang semoga sukses dan lancar ya bang,biggy feri terimakasih pencerahannya bang,trima kasih,,,for me the cruise control engine brake is not so big innovation first what is the difference between keeping the speed down the hill automatically or do it my self with the engine brake handle not a big problem to do it by your self i need my crouse speed to be different for every hill and you must set the crouse engine brake every time differently for any situation that s why i prefer to do that manually and finally <M2> is not a reliable engine at all replacing the injector 2 or 3 time per the truck life will not save you any money the seal may go bad and leak oil between the engine and the at transmission after 400k mile the engine need to be removed to fix that seal and that s will cost you a lot of money you can not idle much with the <M2> engine because will plug quickly the def filter even if you idle your fuel economy will be 1 gallon per hour and that s will cost you a lot of money i got another <BX> truck 2006 with a d12 engine and a 13 speed manual i can idle a much a i want burning only 0 5 gallon per hour fuel the truck ha more than a million mile on the engine and never replaced a single injector yet still running strong averaging 7 3 mile per gallon fuel economy where is the newer truck revolution here my 14 year old <BX> truck running strong like a champ with no much maintenance and my 2016 <BX> <M2> truck is in the shop every few week for something the truck may become better than the oldest truck someday but i doubt that s will happen the next 10 year for now with the current truck you work for the service shop and not for your pocket good luck,,,,galon 8 36 l oil on filter,,
19,masalah sebelumnya ada kah bang atau habis ada penggantian apa gitu,<M2>,haha just thought i could educate a <BX> guy,,,,,,biggy feri makasih banyak bang atas penjelasannya,salam bos minta tolong sikit lori saya fm12 v2 380 sistem diesel luar smua suda tukar tapi kalau parking lama sikit tak mahu hidup kenapa ya bos,nyimak penjelasanya bosq sensor connek to engine control ecu,,,we used to call that downhill cruise control a georgia over drive lol,,,,this <BX> truck with <M2> better be good truck and last very long time i just bought new 2019 vnl 860 and spend big money for it up till now i had freightliner with pre emission c15 engine inside which pas over 1 million mile and all i change on it at around 800k wa radiator air compressor and clutch doe anyone know which oil is the best for this engine if i change it my self since i know how to do it and i know what i am putting inside,,
20,wah keren bapak gede banget mesinnya,you are welcome,ouch sorry i got that wrong i stand corrected,,bro please video making english version,,,,itu cuma tipe dt nya bang kan ada merek scania renault <BX> man iveco dll jadi intinya lowongan itu mencari operator truk dump truk lah bang fm12 itu salah satu tipe dari <BX> truck bang,assalamualaikum ma mau tanya boleh tak head v1 masuk dekat engine v2 klw boleh masuk apa sistem yg perlu saya ubah sebelum nya saya ucapan trimakasih banyak ma bro,silakan bang,,,yup most if not all european truck have that facility of having the engine brake connected to the cruise control you set your maximum safe descent speed and the truck s cruise engine brake will hold it there come hell or high water at least my scania had that facility so long drag downhill were not a problem any more,,,,dal pik do you still have the <BX> vnl 860 if so did it give you any major problem thx,,
21,salam kenal,ma kalo mesin disel <BX> untuk generator apakah posisi sensor2 nya sama dengan vidio ini,this is great info greg and johnny thanks i want one so bad soon i shall retire thanks guy,,the video provides subtitle or translation into various language how to activate it 1 press point 3 in the upper right corner on the video 2 then select subtitle then select the language you want,,,,apakah itu tugas nya sama aja kaya operator dt atau itu cuma tipe dt aj,biggy feri oke siap bosku trimaksih banyak atas infonya ma bro,nice review engine <BX>,,,sean james glad to hear that from someone that ha alotta seat time in a large car i have a 1996 w900l 3406e and she s my girl do not get me wrong but i really like that <BX> 780 plenty room for a 6 3 fella like myself and that comfortable ride with a real nice turning radius plenty storage in the sleeper and big refrigerator maaan that is a house on wheel been looking at them with the isx and a 13spd too bad some sapp convenience them to stop making that big 880 the new 860 with the globetrotter package make me drool lol wow what a gorgeous truck and a gorgeous price tag too phew but she suuuure is purty take care in those mountain there fella and i appreciate your input,,,,,,
22,nyimak penjelasan mesin truk nya,biggy feri ok ma nanti saya liat dulu,,,bang utk troubleshooting egt engine colant temperture wiring aman semua sensor masih bagus hanya saja gauge masih tidak terbaca eror kode gk ad masih buntu jheheheheheh terimakasih bng maaf sebelumnya,,,,regane $ 5000,besok kalo sudah di coba samean infokan ke saya juga ya hasilnya seperti apa trima kasih,nyimk <BX> d 11 engini mntb kk trimksh tipsy nyimk full durasi sukses sllu kk,,,sean james power is a matter of engine setting always ha been <BX> make heavy haul speced truck that would blow your mind with the power they have,,,,i hate to tell you but all of these new truck are going to give you problem it doe not matter want kind of truck it is if you have an emission truck you are going to pay the <BX> cummins detroit catapilier etc are very good motor it just all the emission stuff they put on the truck now is what cause all the issue,,
23,nyimak konten video tutorial nama dan fungsi komponen enginen mesin mobil truck <BX>,tipe engine d berapa bang soalnya saya belum pernah kerjakan engine untuk generator,,,udah di test gauge apa belum gauge nya aman apa tidak ini <BX> versi brp bos cek tegangan supply dan ground nya aman apa tidak bos supply tegangan biasanya untuk sensor 5 volt,,,,iya kang sekitar segituan harganya,biggy feri belum saya coba ma mungkin besok baru saya coba besok saya pinjam kan contrrol unit yg 3 itu tadi saya cuma coba kasih tukar paip solar dia kasih tukar semua tapi gak jadi juga,trima kasih kak,,,<BX> engine not god,,,,15w40 synthetic diesel engine oil 5 gal $ 44 95 free shipping walmart 75w90 synthetic ep gear lube 35lb 5 gallon bucket $ 89 00 free shipping,,
24,mesin nya tok cer ya sukses balik,help full,,,penjelasannya sangat bagus dan mudah dipahami monggo di lanjut,,,,plz how to chang fan belt of <BX> fh12,gimana bos hasilnya,benar benar rumit dan ribet banget tapi koq bro bisa ya luar biasa bro,,,nice,,,,which engine is last longer life <BX> or cummins,,
25,like 35,thanks,,,trima kasih,,,,biggy feri thanks alot,andalan pokoke no skip iklan,komponen nya kecil amat tapi pengaruh pada mesin luar biasa rusaknya yaa mantap broo,,,if we built these engine with 30percent kevlar we can cut the weight by about 400 pound and increase the torque to 5000 foot pound this will accelerate to keep with traffic,,,,cummins is a good motor just have to put bypass engine oil filter and secondary lower micron filter on them once a cummins ha that they can last 1 1 5million without rebuilding <BX> were smart enough to do this from the beginning making there motor much more reliable,,
26,hadir nyimak walapun telat,plz english bos,,,terbaik bang terus buat content trouble shooting mantap terima kasih perkongsian ilmu bang,,,,pressing or pulling the belt tensioner,joss suwon lho yo,pagi bang makasih sharingnya,,,rebuild aaye,,,,<BX> every time engine life is almost double the average isx inframe,,
27,fuyoo mntap lh,the video provides subtitle or translation into various language how to activate it 1 press point 3 in the upper right corner on the video 2 then select subtitle then select the language you want,,,insya allah klo ada trobel lagi ya bang trima ksih dukungannya,,,,melu nyimak,ko bisa trbalik bos pmsanganx ada krusakan lain kh sblumnya,sama2 bang,,,0 23 curbkiller,,,,shukhrat rahimkulov <BX> <M2> is a great engine now if you buy cummins now you just throwing money away because they go out way faster then <M2> <BX> engine cummins do not know how to build engine anymore like they did before never buy a new engine that did not get good reputation yet wait till someone else test new engine then make a choice there is many good engine out there but even more shitty onces,,
28,nama dan fungsi komponennya,sensor presure oli kalau bocor penyebab apa gan ya kira kira,,,perbanyak konten troubleshooting bang,,,,biggy feri mau juga disimak,iya bang sebelumnya ada penggantian idler pulley informasinya,mesin yang besar sekali tenaganya,,,i love <BX>,,,,good,,
29,nyimak review enginer,bocornya dari dalam sensor kah bang atau bagaimana,,,insya allah bang,,,,monggo silahkan bang,bahut badiya assalamualaikum from indi,l17 dtg menambahkan 1 view semoga kerja terus sukses,,,i love <BX> full of very strong energy i still keep the n12 <BX> truck in indonesia,,,,nice vid o,,
30,keren channelnya smangat kawan pokoknya mantapp,thanks vary good sir,,,trobelshootingnya sangat bagus sekali bang,,,,u can get in 500 usd only,waalaikumsalam warahmatullahi wabarakatuh,trima kasih kak,,,dedy komo <BX> ganteng,,,,use only the best dinosaur bone,,
31,makasi kak,you are welcome,,,oke trima ksh bang,,,,,hadir ma fery nonton samapi akhir penjelasannya tentang memperbaiki <BX> <M1> engine problem,mantap info <BX> <M2>i,,,what is the timing number of this engine,,,,why the hell doe it need 3 freakin oil filter,,
32,channel keren bermanfaat infornative,apakah bilah error pid 94 1 dan pid 94 7 feul presure low menyebabkan engine ga bisa hidup dan tak lama setelah crank karena g mau hidup dia langsung keluar erro semua injector dibilang open circuit,,,mantap bro sukses selalu kawan,,,,,terima kasih pak a selamat malam mingguan,bener2 ahlinya mesin <BX> ma feri ini,,,serait ce possible d avoir un peu de vid o en fran ai please il y a de passionn s de <BX> truck aussi en france,,,,because they understand that clean oil equal long engine life and <BX> always life past 1 million mile even with long drain interval,,
33,waww krenn bgt kak,iya bang itu tekanan fuel terlalu rendah coba cek fuel filternya dulu,,,trima kasih bos,,,,biggy feri hello i need the <BX> gearbox 215 program you can send it with whatsapp,,bukan ahli pak a masih belajar jg,,,keep on truckin and keep on,,,,no the bypass filter take some of the oil and filter it really fine and dump it back into the crankcase the 2 regular filter are identical to each other and they filter all of the oil before it go through the bearing the oil that go through the bypass filter doe not go directly through the bearing because the flow is to slow coming out of it therefore it s called bypass,,
34,mksi kak,kabel hm untuk <BX> versi 2 itu warnanya apa ya,,,superr bro,,,,biggy feri ok,,nyimk engine control unit mantap sob mksih,,,guess what it would cost a single timing gear on that newer <BX> engine friend paid $ 17k for a single gear replacement,,,,the filter are in order so big dirt get stuck in the first filter medium dirt get stuck in the second filter and the smallest dirt get stuck in the third filter,,
35,keren bgt infonya bro di tunggi hadirnya kawan semua sudah aman,mungkin kabel datalink nya ada yg putus bang kbel di sebelah kiri ada kbel di plintir warna orange abu2 coba samean cek kabelnya itu dulu,,,thanks,,,,google translate,sir good evening may <BX> engine low power wath is the main problem,sama2 bang,,,could not just buy a whole new engine for that price,,,,these engine are designed to run over million mile so it s critical that the oil is a clean a possible,,
36,mkasi kk,biggy feri kanibal sama lcm dan vecu tpi hmnya msh no data itu penyebabnya apa ya mohon di bantu ni bang,,,,,,,fungsi piping bbm di ecu apa om,biggy feri normal sound engine good but running in the high way only 60kph your prking rpm is good but only running problem thank you,mantap kawan semangat berkarya yeah,,,<BX> a good truck is never giving me a problem unlike junkliners they always have problem so then i do not money,,,,how often do you like 9 gallon of oil changed on the regular,,
37,mantap bang infonya saling berbagi ya,kalo kanibal ecu engine harus sekalian sama lcm dan vecu nya klo cuma engine ecu engine gak bisa hidup kok bisa tau kalo engine ecu nya rusak,,,,,,,untuk menjaga temperature yang ada di dalam control unit agar tidak terlalu panas ya secara tidak langsung untuk mendinginkan control unit tersebut,are there any symptom resulting from the problem such a white smoke or an abnormal sound on the engine,wahh dpt ilmunyaa nihh terus berkarya banh,,,claudio hysi yes mine is 13 <BX> vnl670 model emission is the biggest failure,,,,over time the engine absorbs contaminant such a durrty water,,
38,mkasi bang,ecu nya rusak jadi ecu nya diambilkan di unit yg ada pa ecu nya di pasang di unit ecu yg rusak hmnya no data itu penyebabnya apa ya bang mohon di bantu bang trim,,,,,,,beri saya diagram atau penjelasan brake system fm440,terbaik bang,terimakasih banyak atas informasinya sangat bermanfaat bagi saya,,,u clearly either do not have a 2008 and up <M2> or d16 or have a pre emission <BX> wich in my whole life with <BX> shaker kw or petes the <BX> truck are the weakest injector or it cup turbos and so on is their biggest failure,,,,kia speed o meter replacement,,
39,hadir bos salam silaturahmi semoga amanah amin,masalahnya hmnya no data jadi ga bisa hidup,,,,,,,insya allah next video bang,trima ksih bang,semoga bermanfaat kawan,,,plsss need ur help i have a problem about the hard starting <BX> fh every time we are travel and sometimes we rest of the road the engine switch off after that maybe 1hour rest and then if start it hard to start i replace the hand pump assembly cuz i see before some of diesel leak so i decided to replace the hand pump or the feed pump after it will replace it d same happen i use computer <BX> techtool for sure checking the fuel system the computer respond no problem about the fuel system i need ur help plsssssss,,,,do not know why i am watching even i do not have any truck,,
40,biggy feri ok bos mkasih,wa alaikum salaam,,,,,,,merci encor qu alla soubhane wattalla vous r compense sur se beau travail,konten bagus sangat bermanfaat bagi para pemula,oh gini yah bang oke ikut belajar juga yah,,,danilo acero you can check camshaft sensor and flywheel sensor,,,,maybe you will have one day,,
41,mks bang d tggu ya,omar vidal desde el salvador ilopango le saluda vuen v deo,,,,,,,merci,oke di lanjut,punya fb kah ma,,,usually hard starting is from injector sleeve check for air in the fuel by hooking up a clear line from the front of the engine on the return side above the pulley on head plug off the fuel return on the fuel filter housing a well your clear line should be running back to fuel tank run unit and check for air bubble if you see air bubble your injector sleeve are worn there is an update for the cup usually silver style use to be bronze colored,,,,hahaha,,
42,keren bang smngat truss saling mlngkapi,me gustar a ver en qu cambium el mack mp8 al <BX> torquez i c digos me imagino que los sensores son los mismos,,,,,,,thank you,engine crank but no start sangat menginspirasi video video daei channel ini,ada linknya di deskripsi channel saya bang samean buka aja,,,yes i put the many time of this truck a lot of people trying to help me but the problem is no solve so we dicided the trouble and get some info about the problem and we will back to solve the trouble the engine when it start the diesel return ho there not to flow back to the diesel tank,,,,use genuine <BX> oil and filter and you will be safe on your trip because these part provide to your <BX> vehicle best protection for main engine component piston crankshaft valve oil lubricates and protects engine of slugg overheating,,
