Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
22,"Hey Jay - I added your question to our upcoming Q &amp; A Episode. You are too far from our shop for us to help if the truck won&#39;t run, but you can reach out to the shop if you have specific questions. <a href=""http://eraservice.us/"">http://eraservice.us/</a>",Thank you sir for sharing,Yes if the software is in need of update. Usually they are inactive.,Thank you,@Cardinal Truck Service ok thank you,,junk,"Sean James power is a matter of engine settings, always has been. <BX> makes heavy haul speced trucks that would blow your mind with the power they have.",,video này của anh để hôm nào em rảnh thì em xem nha anh ơi,,"Allison desde Murcia, España un fuerte abrazo por representar al mejor camión que se pasea por todas las rutas del mundo entero , soy transportista autónomo español y esa joya no tiene rival alguno yo conduzco un Renault Magnum 480 dxi 12litros mecánica <BX>, pero cuando cambie sera <BX>  ,es el sueño de mi vida, bueno espero que algún día se haga realidad y sin mas que decir se despide vuestro amigo Antonio Faura",,,I thought you get a warranty with <BX> for free if they do the work 🤔 like a new truck did you look at <BX> usa,That&#39;s a neat little thing,,"Me gustan sus videos, son bien educativos.<br />Yo tengo dos preguntas,<br />1 En su opinión cuál es mejor motor? Un <BX> <M2> o un Cumins X15, pienso comprar un <BX> el próximo año pero quise ver cuál de esos motores molestan menos en un camión <BX> también no se que tan buenas son las transmisiones automática Ishift de <BX>.<br />Y la segunda pregunta es saber en donde está el taller donde usted trabaja, usted es un muy buen mecánico y sería bueno llevarle mi camión a usted para reparaciones.<br />Gracias por sus videos","Thanks for your support to the channel. I do not own a repair shop but if I could open one in the future, I will make the announcement here in my channel. Keep learning about your truck always.",
23,"Good job guys.  Yes D 13B EGR give little bit more hassle than <M2>A or C due to lack of cooling in cab and engine compartment design.  In NZ we had these issues 6 years ago now all new FH 2 face lift and FH4/FM4 doesn&#39;t give much trouble because superseded parts and well maintained.  Specially injector sleeve issue we re torque injector clamp bolts every toptune with special tool which supplied from <BX>. <br />Only  few issues we face are Ex /mani gasket leak ,top timing plate bolts loose and oil leak and E/ malfunction fault on the display due to EX/ back pressure sensor plug and Ram leak.  <br />Also ex/valve damage now and then happens but <BX> introduced new ex/valve  .they recon  sulfuric acid in fuel damage the exhaust valve to get corrosion buildup and brake due to uneven valve seat.",What is the cost of this  <BX>  diesel engine into Indian 💰 money please tell beautiful ❤️ explaination about <BX> diesel engine really i like it very much we use only <BX> engine oil and <BX> Greece  for our own vehicle  rearly i feel proud to be an <BX> customer  World number one high quality perfomance <BX> diesel engine,Hard to start sometime,Excelente muito agradecido,"Basic hand tools. 1/2 ratchet and some sockets dont know exact size, it right on top so should be pretty easy",,Buy a dd 16 or cummins,"<BX>, engine not god",,@Andy Minh Nguyen ok,,Love the I shift getting a 2019 in about 8 weeks,,,"There are companies out there that sell completely overhauled DD 60 12.7 for around 20k and have financing, another 10k will get you a rebuilt transmission...should have done a swap if possible. But you’re gonna get that money back don’t worry.",I see some extremely expensive repairs,,Gracias hombre lo mejor espectacular sin intrigas ni nada lo máximo,"Very good , can you make the same for cummins isx ,",
24,"They fixed the bullgear issues after 2013 engines. I have 965k just put a new head valve broke and damaged the turbo cost me 15k with labor . Ishift is ok but i still would go with 10 speed Eaton, no body will work on ishift but dealer and expensive as hack, i got reman ishift 200k ago and new tecu with labor cost me around 15k. Next truck will be anything with Detroit series 60 sick of this new tech crap. Stay away from ishift just buy manual not bcs its a bad trans but when it breaks it will cost a lot of money.","Roughly, from $3,500 up to $20,000 (US dollars) might be better if you use that money for a down payment in a new truck, this is my personal opinion. Thanks for watching and for the support to the channel.",Hey my <BX> (<M2>) rpm go way above 1500 at 70-75mph is that normal ?,Thank you,Good Job 👍 Very Helpful ...Thank  you,,"Captain Win fak you zombie, go buy one, stupid jb hunt driver",Nice,,Lộn chuồng rồi em ới,,américan power nice truck,,,You got ripped off big time,Yeah there&#39;s actually nothing terribly complicated going on here. &quot;expensive repairs&quot; is just a go-to for armchair engineers.,,Gracias por compartir con nosotros buen video cuando puedas hablar de injectores sería bueno,I will try to do it once I have an old/new harness in my hands. Thanks for the support and watching.,
25,Not sure what year they started putting the new double idler gear (bull gear) the updated one has some marks on it which you can tell apart. What still fails is the idler gear that drives the tandem pump. Valves still break off and cause damage. Lucky yours didn’t damage the liner or piston.,"don&#39;t waist your money, <BX> engines are good engines but mucho money to fix it, jus get another engine from 8500 to 13500, and get back to the road; by the way I have a 2010 <BX> <M2>  678,000 miles, who is interested? let me know, I&#39;m in san antonio tx, it&#39;s 500 dollars for shiping.",Yes every <BX> rpm goes to 1500 at 70-75,terima kasih tuan atas ilmu ini.,What is the measurement in mm of entry and exit,,"Captain Win a couple 2006 and 2008 and 09.The 06 <BX> was ok but no power all plastics .The issues i have is 08 and 09 u name it injector turbo ,dpf and all i dont even wanna go thro it .So yes me and my friend  are european so we liked <BX> in the beguining ,now different story .First choice glider cat or red top 14 western or pete .","If we built these engines with 30% Kevlar we can cut the weight by about 400 pounds and increase the torque to 5000 foot pounds, this will accelerate to keep with traffic",,Man it&#39;s crazy everything but the bull gear has been changed on my truck,,Rember that gear..<br />Dont wann forget,,,Run it dude. You have a brand new engine. New life.,"You might think so, but history proves otherwise.  My dad worked on another turbocompounded engine, the Wright R-3350, and the turbocompounding system was extremely reliable. All it had to do was spin.  The unreliability stemmed from the reciprocating part of the engine.  The valves would would break, escape the piston through the exhaust, hit the turbocompounders, and break them.",,SALE GRACIAS DANIEL CUÍDATE SALUDOS !!,Very informative,
26,"Thinking about buying a <BX> with a <M2> Automatic. It has a million miles. What&#39;s your advice. I will test drive it soon. He wants $15,000.",I preffer a Freightliner Coronado with Detroit 60 series engine,"Question,  I have a 2017 vnl780 with the <M2>. The issue im having is when driving in hot temps or loaded climbing hills, my coolant is forcing its way out of the overflow tube on the side of the reservoir  tank. Ive changed the pressure cap already and it still does it. Someone mentioned that it could be a bad air compressor cause they said coolant runs through it. Any ideas of what I should check or replace???? Thanks",Semoga bermanfaat tuan,Valve lash? Intake 0.203mm exhaust 1mm,,Claudio Hysi you have one?,rebuild.?aaye?,,@Andy Minh Nguyen best truck ever,,Good job <BX> 👏🏼👏🏼👏🏼,,,Keep trucking bro you only got to fix the steering system and drive system keep going invest and don&#39;t look back,Detroit diesel had similar sistem on dd15 and many people hated it. Sure hope <BX> does it better.,,,Thank you for watching.,
27,"What James said! 900-million miles you’re asking for trouble! Especially if the engine hasn’t been rebuilt, or replaced not to mention a million other things. Go with a series 60 Detroit, or a cummins is what I would say. Preferably a N14 cummins. Best of luck to you!","Yeah, simple trucks, very reliable. But now emissions systems are all about money and business.","At 500k miles that&#39;s not a bad list compared to ISX. Most engines the turbos, injectors, EGR, after treatment, etc will need work or replacement around 400k. <br />So, a $10k preventive investment before 500k sounds reasonable. <br />Repeat before 900k and get the bearings done if you haven&#39;t and you&#39;ll drive pass 1 million miles without major headaches. <br />O/O use your reset hours wisely on PM.","waalaikumsalam wr wb....terimksih bang tutorialnya, smoga bermanfaat...kualalumpur nyimak",Should I adjust my values while replacing injectors,,How many you dealt with?,"<a href=""https://www.youtube.com/watch?v=SbKrxjaKDGE&amp;t=0m23s"">0:23</a> curbkiller",,How yall like <BX>?,,Duh ! I knead 5 mi-nuts to thunk what gear iz necksss😖,,,This is a smart trucker..,Are we getting this engine on the FH in Europe as well?,,,,
28,Don&#39;t,"I Ding, I Ding ??????? Not Sure....No Facts.",Now I see why I see so many of these on the side of the highway...,"Trima kasih , sudah support channel ini bang 👍",Yes if take rocker shaft of good idea to adjust. You will need to adjust injector anyway,,"Ремонт дизельных двигателей <BX> , Россия, Москва , тел +7 985 100 86 68",I LOVE <BX>,,Im with you. 2012 900k miles,,What Class of 1970 said.,,,U have new motor don&#39;t buy another truck more headache keep this forever,@Kristian Henningsen D12D500,,,,
29,Same as the dd&#39;s Detroit crab.,"Well, I have a few facts for that engine: <br /><br />1. <BX> is the only manufacturer that has keep the same engine design (in general) from 2007 up to 2019. Few components might be different but if you compare both engines side to side... they look really alike.<br />2. Sadly, but true, 2017-2018 <BX> engines (those with the injector harness separated from the main engine harness) the injector harness has been defective, we’ve have to replace couple of those in our fleet.<br />3. <BX> engine does NOT have a High Fuel Pressure Pump (2016 and up), instead three of the injector do the job of the Pump. Quite interesting in my personal opinion.<br /><br />I know, they are many other details that I do not cover in this video but it is just my personal opinion. Thanks for watching and stay around you may find something helpful.","Surge tank cracks, oil fill tube dry rots and cracks at the oil pan fitting, rear timing gear cover leaks, crankcase vent pump gasket leaks from drying out, DOSING manifold!! Pathetic how many of these I have changed on the older brick types...just to name a few. Ow and another one, I’ve seen a failed CD player, the factory radio, throw a check engine DTC. That’s just the issues I’ve seen on 14-17 models. They do have electrical bugs but they are much better than our 2020 internationals, but not as reliable as our 2016 freightliners. Good video.",Krasavtšik...!!!! 😎🏁,What size are the bolts used through the angle iron into the rocker arm?,,"killing the diesel engine, a success story for the US EPA. Congrats guys, great job being bought off by special interest and T Boone Pickens and his LNG/CNG agenda. Carriers should start charging a &quot;EPA Compliance Fee&quot; added to the rate..Just like the fuel surcharge to cover this insanely problematic and expensive mandatory equipment.",I love <BX>. Full of very strong energy. I still keep the N12 <BX> truck in indonesia.,,AHI module failure,,"<BX> is the BEST,for comfort ,quietness , fuel officiant, SAFETY,ETC.ETC.",,,Sell it,I think the Itourque disapeared with the introduction of the dual clutch gearbox ,,,,
30,Good,Essa <BX> já está na hora de criar um novo bloco de motor pra sair na frente do bloco da (Paccar DAF) esses caminhões dessa marca usa uma mecânica muito mais eficiente do que da <BX> que ainda usa um bloco sem tanta Evolução!!!!!,I have parking light and low beam open circuit took it to a mechanic said you have to take it to the dealer can’t find the issue,👍👍,"@ <a href=""https://www.youtube.com/watch?v=vgTnBkwP4e4&amp;t=9m00s"">9:00</a> I would recommend using rubber bands to keep the exhaust plungers from falling out of the rockers when removing the rocker shaft, makes re-installation a lot easier.",,KB3,Dedy Komo <BX> ganteng,,I do hope that you might make a playlist about the steps you have / will take to resurrect  that older International truck so that it is safe and capable of real commercial work. <br />I would also welcome your thoughts on possibly running and maintaining a truck like this (eg availability and pricing of quality spares) looking into the future.,,New Warriors Theme Song:   I AM A WARRIOR  by  VIBRANT ARM         from  AMSTERDAM!!!!,,,You did better tradeing. Dat truck in . and getting a brand new truck. You crazy.,Kristian Henningsen  I know..i had a 500 turbocompound.. but after the introduction of the FH4 <BX> did talk sbout the I torque engines..that.s why i asked.,,,,
31,Good video but man you are missing a lot of easy short cuts that would save a ton of time on installing that cylinder head.,"I am sorry, but I do not understand you. I believe that is Portuguese language. Could you please translate to English?",@<BX>Guy_ yes they work then they don’t till it burn the bulb,"Thank you for the subtitles, very helpful.  Valuable information.",Do I have to chance the injectors everytime I change a cup ? Or could I just change the cups only.,,KB3MMX,What is the timing number of this engine,,Many thanks for your reply. <br />Since it has been a while since you got it home a brief summary of what you have done up to now would be most helpful before moving on.<br />Merry Christmas and a Happy New Year.,,best,,,"How s the engine after 1y ? <br />I want to buy a <M2> because I like <BX> for comfort. If I was you, I was going to the junk yard a buy a used one with low miles for 10-12k. ....just my opinion!<br />Btw...<BX> oem parts you can buy from anywhere but the labor price at <BX> dealers are very big. Try to find a local shop around Chicago and i ll bet the price was much lower!<br />I feel they push you to change more parts just to cover their back. Good luck and stay safe","<BX> have tried this before. In Europa they made a version with basic in the D12c engine. From 2002 untill 2005 they sold this with 500hk. It was party a succes. A few of the engines vere really problem engines, and these again created a bad reputation about this turbocompound tecknology. But the truth is that the majority of the engines worked superb. Wery economical with the fuel and ran Wery Long without heavy maintenance. And wery good driveabillity. Powerfull and wide tourque range",,,,
32,Hey Nick! What do you have in mind?,It don’t come close to pre-emissions 12.7 DD reliability.,Do the lights actually work? Did you change headlights?,"You&#39;re welcome, sir",Cups need to be changed any time injectors are removed. Injectors need to be replaced only if its worn or pitted on mating surface to cup,,Yay DEF systems. Dont know how many times I&#39;ve been stranded cause the DEF system froze up or just quit because of sensors or injectors. Is there no other way to reduce emissions?,Serait ce possible d&#39;avoir un peu de vidéo en français Please il y a des passionnés de <BX> Trucks aussi en France 😁,,"Hi Dan! We do have plans for the international. The shop has been busy, so we are keeping all of our bays open for other trucks at the moment. You all will be the first to know when we are able to work on the international. I&#39;m excited to work on it as well ;)",,Disengages the drive line going down a hill there&#39;s a reason why it&#39;s called angel gear,,,Run it now untill the end hopefully million miles,"Great, so it&#39;s basically a secondary axial free turbine, just like helicopter turboshaft engines (and the Chrysler turbine car engine too).",,,,
33,I forget where ur shop is. I know it&#39;s near harlem. Let me know.,"A D12 will...A really strong, reliable  and underated motor",What causes my 2017 <BX> <M2> engine  air compressor to pop off?,Great video,Great video I&#39;ve worked at mack dealer couple years back and totally almost forgot the procedure installing the cups. And Chronicle cup thing for injectors tips .great explained,,wrxassa def combined with heat bonds to NOx. Reducing harmful gases. You are actually wrong lol,keep on truckin and keep on,,Great information keep up the videos,,ding you can turn that feature off. It’s called economy mode. don’t talk stupid if you don’t know what you’re talking about.,,,Is this in frame,@Alex Zander exactly............Power Recovery Turbine.,,,,
34,My friend has a 2015 <BX> vnl 670 (purchased new for around 150) <M2> ishift got 750k+ miles running strong today no major issues. He says uphills work good with full load.,"Yeah, D<M2>/15/16 are reliable engines in general. But we will see how this <BX> <M2> engines perform down the road.",Constant pop off? Make sure line from governor going to air tank is not leaking somewhere. Sometimes air dryer assembly is bad or governor itself,Thanks,Sir engine overhaul vedio send whatsapp number,,letterpool def does not reduce emission! there is no facts to prove it...this is business. frighten people then sell so called solution...this is how dems keep usa people as sheep. all proves this is opinions of so called scientists...but around this meds huge money behind..def..huge lobbyist share.. .,guess what it would cost a single timing gear on that newer <BX> engine...  <br />friend paid $17k for a single gear replacement.,,👍🏽,,"I will never fall in love with an automatic transmission or your lies, woman!!!",,,"You did the right thing in your situation. You need that warranty, especially for the crap <M2> engines. The Def system is the one who destroys those engines so fast to meet the new environmental rules. That&#39;s why the old <BX> D12 engines are much stronger and reliable. My recommendation if you ever buy another truck to be with D12 engine or no letter then 2007 models. My <BX> 2006 has almost 1million miles and I never replaced a single injector on that engine. The injector cups were done a year ago by mistake from the <BX> dealership but that was only the engine repair for my truck. D12 can go easy to 1.5m to 1.7m miles some people reported 2m miles before the rebuilt.",Nothings new,,,,
35,"I started working on Mack/<BX> trucks back in January. I&#39;ve seen a LOT of injector and cam issues on the common rail and non common rail <M2>&#39;s. Egr Valve, Egr cooler, turbo, and DPF&#39;s also seem to be troublesome. We also get a lot of I-Shift work in too. On the Mack Mp7&#39;s in trash trucks, I&#39;ve seen them drop air compressors and bull gears. Just some things ive seen wrong with them in less than a year working on them in a dealership.",I work on <BX> Bus we use <M2> like this one,Great Video!! I’ll show this video to my customers 😁,9.89143E+11,Where your shop at,,"out of the fleet that i maintain, from best to worst that we have, peter built, <BX>, mack, then at the end is international, stupid maxxforce engines",couldn&#39;t just buy a whole new engine for that price ?,,"When buying a used truck, is doing a forced regen the only way to tell if the after treatment system is in decent shape? Thanks for the vids",,"@DGAF_AK87 yeah I forget who pioneered the technology but they&#39;re all very similar now... Mack, <BX>, Freightliner, I couldn&#39;t tell the difference in how they perform when I tested them out, but my work trucks still all have manuals... thank goodness... Driv8ng isn&#39;t the same for me without it",,,@kirostar12 You can book a load on DAT with Landstar authority? How does that work? How does Landstar take their cut and you get paid for it?,...and the Wright R-3350 TC aircraft engine.,,,,
36,Brenden Helman good insight . Thank you for sharing,"I m also work on <BX> B7R, B9R, B11R bus",I got a warning on automatic transmision on 2016 <BX> i-shift &quot;The neutral secured is not found&quot; i dont know what to do please help,"Perdon yo quiero saber que medida lleva la cañibracion de emicion y escape, de un <BX> de13 eco año 2015","Shop in Virginia, Visit <a href=""http://cardinaltruckservice.com/"">cardinaltruckservice.com</a> for more info",,"<BX> engineis the best for peruvians . this engine is very to repairs, we are dealins with <BX> from 1970","<BX> a good truck, is never giving me a problem! unlike junkliners they always have problems so then I don&#39;t money!",,"in Europe there is a lot of trucks factory&#39;s<br />Scania , <BX> , Mercedes , MAN , Iveco , Daf en Renault",,@superturboawesome Cascadia doesn&#39;t have an iShift. Cascadias have the Mercedes transmission,,,"@Anonymous Trucker I am with them for the last 9 years. I don&#39;t pay cargo insurance here even I got my own trailer. I pay from $1.39 to $1.57 per gallon at the fuel pump here in the midwest with their huge discount and I got all the freedom to choose where to go with the Landstar live load board. I never pick up a load under $3 per mile especially here in the midwest. Yes, I got my freight brokerage license but I don&#39;t work as a broker currently. Of course, that&#39;s helped me to find loads even from your board the Power Dat if I like something over there. Sometimes the headache is much less if you are not alone, but I agree that not every company is a good place. You have to be in the right company and that suits you. Good Luck!","Interesting, did you all go back and research the turbine shaft problems that the US Army Air Corp had with turbine shafts in the Wright 3350 turbo-compound radial engine of the late 1940&#39;s up to the 1970&#39;s? They never did totally cure the breakage problems.",,,,
37,"Hi from New Zealand. We’re running cabover <BX> FMs 540hp with I-Shift transmissions. 30-35 truck &amp; trailer units 1.3 million km with 5 year lifespans with us, almost 24/7 operations and pretty much all are original engines &amp; gearbox’s just general maintenance etc. Can’t say better about the <BX> &amp; <M2> but I’m sure there’s differences from down here in Australia/New Zealand &amp; the states!! Love your channel very informative 😎😎","@Jaime Cruz in our fleet, usually, they have couple issues now and then but this is for 2016 and older, like NOx sensor problems or emissions relate it. Beyond 500,000 miles usually transmission has problems and Injectors cups, but this depends of many factors like PM intervals, driver performance and other little things. 2017 and newer trucks still around 400,000 miles or less, so I cannot give an answer for that yet.",Check transmission harness over transmission. Also check white connector begins seat that comes from your gear selector shifter. The pins in that white connector always has corrosion.,"lo siento si ese problema no lo entiendo, señor.","Hello there, how many hours are given by the book for this job?",,When you change motor oil <BX>  used oil is cleaner than the one used in Detroit engines. Its only the beginning,@Claudio Hysi Yes mine is 13 <BX> vnl670 model emissions is the biggest failure!,,What&#39;s the difference between the European <BX> engine and the American <BX> engine?,,superturboawesome never trust a woman that’s born on her birthday,,,@kirostar12 You said you had a dedicated lane so I thought you could broker it to me. I have my own authority i hope I never have to go back to company,,,,,
38,DON ORCHA Yeah from what I can gather you guys are getting the short straw on some models!! Look up New Zealand trucking videos on YouTube were like a melting pot for all makes &amp; models!! <BX> &amp; Kenworth trucks are top of the food chain &amp; Isuzu is the most sold maker here.,"@Jaime Cruz some customer make 600 000 in one year and no problem , but the engine keep warmer on BUs because engin is in back.",Hi there thnx for the videos actually I have a 2015 <BX> 630 <M2> 500hp and I have a antifreeze leak underground what i know is that is coming somewhere between agr and water pump behind so my question is if you have experienced something like this,Terima kasih sdh berbagi ilmunya om..<br />semoga sehat &amp; berkah selalu..Aamiin.,+Eddy sky 10h,,"Pablo Cary lol...try detroit..cummins at the worst...but <BX> with round trip around 2 $...LOL,","u clearly either dont have a 2008 and up <M2> or d16 or have a pre emission <BX> wich in my whole life with <BX> ,shakers ,kw or petes the <BX> trucks are the weakest .Injectors or its cups ,turbos and so on is their biggest failure .",,BEAUTIFUL &lt;3 :),,"1.2 million on ishift. No issues. Stop making stuff up. Oh I also have a 07 670 with a 13spd cummins that I use for my driver. I could take it at any time but, ishift is better.",,,"@Anonymous Trucker I pay this to the company drivers. I lease my trucks to Landstar. If you need to know how much you will make with Landstar as an owner-operator that all depends on you. You can make from $500 to $6000 per week. Out of California is Hot right now from $3 to $6 per mile going to any direction of the US. If you are interested to lease your truck with Landstar please call the process department center. If you don&#39;t know what is Landstar you may be a newbie and they need 1-year experience and Hazmat in your CDL. Make sure you have it. Nobody guarantees you success with Landstar you are going to the live load board and find loads where you like. With Landstar, you are on your own and the success will be in your hands.",,,,,
39,Oliver Chittenden see over seas u guys have the uncut build almost like pacacr and cat bac in the day whenever it built somewhere else it always runs better😂🤟🏾🚛,@Jaime Cruz I work with new bus but i could ask to somebody in service dept.,I wanna make a delete to my <BX> 2013 b13 can yo help me???,Terima kasih. Semoga bermanfaat bang. 👍,"thank you, sir. I am very helped. May God bless you",,<BX> engine? Never again...,Plsss. Need ur help i have a problem about the hard starting <BX> fh. Every time we are travel and sometimes we rest of the road the engine switch off after that maybe 1hour rest and then if start its hard to start. I replace the hand pump assembly cuz i see before some of diesel leak so i decided to replace the hand pump or the feed pump. After it will replace it d same happen..i use computer <BX> techtool for sure checking the fuel system the computer respond no problem about the fuel system. I need ur help plsssssss.,,,,There&#39;s a button on the Ishift big and grey you can drive manual all you want,,,@kirostar12 I&#39;m not sure if you understand what I&#39;m asking you. Are you saying you pay owner operators with own authority 65 cents per mile? If not let me know the true rate.,,,,,
40,Great job on the video👍🏻,"How are these engine after 600,000 miles on them?",Derate shit only 😤,Well explained,What state you’re located? If I need to bring my truck?,,Out of my pocket to repair that!,Danilo Acero <br />you can check camshaft sensor and flywheel sensor.,,,,,,,"Bro I&#39;m in the same position. I have a Beautiful in &amp; out VNL 780 13 speed, no def, Paid off! Engine is clanking, DPF may need cleaning, I&#39;m highly thinking about fixing my truck but than I&#39;m like just get another truck for that price I&#39;m going to pay to have my truck fixed &amp; sell my truck for 10k maybe! &amp; put that sold money back into saving for a repair when it&#39;s needed.",,,,,
41,Hey  bro’s were can I get a wire diagram for the jake brakes for the 05 <M2> <BX> ?,HOW CAN I FOUND THE <M2> BLOCK IS SIMILER TO OTHER <M2> ENGINE PLEASE GUIDE ME,So basically stay away from new <BX> trucks. Got it!,Thanks 👍,"@American Kids <a href=""https://www.cardinaltruckservice.com/"">https://www.cardinaltruckservice.com</a> for more info, thank you.",,@Kirshaun Williams what you are saying is called bias.,Usually hard starting is from injector sleeves. Check for air in the fuel by hooking up a clear line from the front of the engine on the return side above the pulleys on head. Plug off the fuel return on the fuel filter housing as well. your clear line should be running back to fuel tank. Run unit and check for air bubbles. if you see air bubbles. your injector sleeves are worn. There is an update for the cups usually silver style use to be bronze colored.,,,,,,,"buying a used truck, it&#39;s got to be load ready. 700,000 miles up, it&#39;s time for rebuilt. Because you can avoid engine failure on the road. Preventative maintenance. You have to also realize a used truck with 500-600,000 mile is only good if you can see maintenance record and even then you know all used trucks most likely came off of fleet. Guess who drove these trucks, the company driver that don&#39;t really care because it&#39;s not their truck. Never get and rebuild from dealer. You got screwed and you&#39;ll feel it for a very long time..",,,,,
42,"All these new engines are the same, some might be cheaper to fix but they all break down about the same, <M2> is a good engine if you take care of it, it’s been around in Europe for a while",engine remanufacture on google,"Do you know of any modern engine that doesn&#39;t have these problems, and then some? I don&#39;t.",Ini baru cip mekanik Joss bang <BX> mmg top👍👍,"Cardinal Truck Service  Hi brother I live in Reisterstown MD  and I have <M2> <BX>   I go to your shop  can you check advise what really need to do  Problem is hard starts if I use manual pump stats easy  I replaced new battery, new starter , new water separetor  but still same",,"Kirshaun Williams ......... perhaps in the road trucking industry the parts are not that expensive, in the Marine Industry  they are the most expensive to repair",Yes i put the many times of this truck a lot of people trying to help me but the problem is no solve so we dicided the trouble and get some info about the problem. And we will back to solve the trouble. The engine when it start the diesel return hosses there not to flow back to the diesel tank.,,,,,,,Tax refund right off,,,,,
43,@Jace Aaron I am trying it out now. Looks great so far :),"You might need the engine serial number, truck year and your VIN number, also do not try to find the engine by yourself, try to consult a Technician before buying it. This is my personal opinion, I hope to help you in your decision.",Flywheel housings like to leak as well. Currently fixing one. <br />Great videos by the way. I’ve told many of my coworkers to subscribe 👍🏼,Masih belajar juga bang. Belum pantas kalo di panggil chip mekanik. ☺,Virginia,,Frank Kreyssig I obviously don’t give a damn how long you’ve been a marine diesel engineer I’m a trucker and compared to a cat or cummins a <BX> is much less cheaper to repair than both of those I own a <BX> truck and the truck isn’t nearly as expensive to repair as you guys make it out to be if you hate <BX> so much why even comment on their videos that’s a personal opinion you have.,you still having this problem?,,,,,,,Pretty much rebuild .,,,,,
44,As a master <BX>/Mack tech i will say i have seen way more failures on the <BX> engines compared too the macks. We think its due to the programming in the engines. The macks just do not have the same issues <BX> does with dropping valves.,Great engine when maintained correctly,"Radiator cracks, timing gear cover, air manifold, pass through fittings leaking air, don’t get me started on the shoe separation😅",Wacalaykuma Salaam brother,Thank you sir for your video I appreciate it,,Kirshaun Williams ..........I have been a marine diesel engineer for over 40 years.  You obviously do not know what you’re talking about to call me a liar.,I cant find the crazy trouble. But it was challenge for me i hope will soon i can analize the trouble for made my day.. Haha,,,,,,,For that price I can buy a new engine.,,,,,
45,What would you like to know?,Mack mp8 in a different color,@Zyaire Aden whoa! It took like 15 mins but it actually worked!,thanks brother,Will that tool work on D12 engine?,,@Frank Kreyssig thats a lie!,"Ремонт дизельных двигателей <BX> , Россия , Москва , тел +7 985 100 86 68",,,,,,,"No, you can&#39;t. Maybe a junkyard pullout but not a new <BX> certified drop in. Get lost with your Spanish bullshit",,,,,
46,I&#39;d like to know more about this being a <BX>/Mack tech myself. Email preferably.,More room to work on nice!!!,What is p05eb00 code?,Muito boa a explicação; bom seria se houvesse uma maneira de estar traduzida pro português.<br />Excelente explicação!,"Tow months ago I replaced the 6 cups and one injector because I was having diasl in the coolent ,  and now I have misfire cylinder 5 , can I replace the injectors only Without replacing the cops ?",,,Салом,,,,,,,"Somebody please tell me. <br /><br />Is it possible to add a jake brake to a <BX> <M2> with an I-shift transmission?<br /><br />I heard somewhere that on all the cat engines that say that it don&#39;t have Jake brakes, already have the wiring and parts hooked up and ready with everything set up, all the manufacturers did was took out the Jake brake enabler switch.",,,,,
47,@ROSS VINNITSKY That&#39;s because Mack&#39;s are typically vocational trucks. I&#39;ve been seeing alot more mack anthems On the highway but yeah <BX>s are everywhere. Usually always driven by some eastern European  that doesn&#39;t speak english.,"what coolant is this truck using? i use the orange elc, this looks more rose or pink color.",@Dillon Moore another person said it was injector malfunction code.  Is the dealer the only way to find out what these codes mean?,"O vídeo fornece legendas ou tradução para vários idiomas.<br /><br />Como ativá-lo:<br />1. Pressione o ponto 3 no canto superior direito (no vídeo)<br />2. Em seguida, selecione Subtítulo e, em seguida, selecione o idioma desejado.","@Cardinal Truck Serviceyes the new one cylinder#2 and the problem cylinder#5 misfire ,",,,"Sorry have anyone answer me.I useing <BX> engine to produce electricity, but it consume more fuel for electric about 40 liter per hour.",,,,,,,What year,,,,,
48,Lol how many macks are out there? 1 mack and 1000 <BX>s thats what i see everyday.,new truck use light yellow,Try to put it through a regen and see if that helps.,The order of chamber from 1 to 6 is the first chamber the nearest one to the clutch or the nearest one to the fan,@NorthFace yes you can put 5 as long as the new one is not the problem,,,Yes,,,,,,,"Good mechanics are easy to find, Honest ones are a dying breed. BUT I must admit I almost commented that I would have traded the truck in on a used glider..BUT you&#39;d then have a used truck that you really don&#39;t know how it&#39;s been treated, plus for anything decent is going to be $40+ with expected maintenance and warranty if any..OR brand new motor with top notch warranty for thousands less.. I know I would sleep a lot better, so I think he made the smartest move",,,,,
49,"My D-13. All of a sudden at 70mph, the power steering went out, then the engine immediately shut down. Turns out a common failer, was the idle gear that turns the two pumps, went bad. All the gears back there had to be replaced. 7500 semolians...","Texaco heavy Duty ELC , it&#39;s actually light purple. Engine oil is factory fill Chevron DELO 10-30",Anyone know if <M2> 505 hp is good to pull 63500 gross weight of fuel tankers in bc (mountains),Nearest one to the FAN,"@Cardinal Truck Service thanks for your help , what about the one brand new injector i replaced tow months ago , do I need to replace it also or just buy 5 new injector , it&#39;s almost 600$",,,vjbv,,,,,,,"They killed you, robbed you.",,,,,
50,D12 is the best we have 1998 FH no injector cup replace yet no cylinder head remove only twice water pump change still working gud,any 50/50 works really,"My <BX> 775k on it no leaks, def system still running no issues at all, bull gear or idler gear will fail around 550k i shift i think is worst transmission In shop now because of it. I hope i get fixed also water pump leak",Terima kasih atas perhatiannya.,"You can try but you might have to do it again, it&#39;s cheaper to do it right once. It doesnt add much time to change one cup when your already there",,,"<BX> is low quality trucks,",,,,,,,@Branislav M. Reading this is stupid.,,,,,
